geneid	a1	a2	a3	b1	b2	b3
"Zm00001d037033"	0.00	0.00	0.00	1.00	0.00	2.00
"Zm00001d037034"	152.00	155.00	151.00	171.00	170.00	126.00
"Zm00001d037035"	192.00	211.00	262.00	414.00	569.00	371.00
"Zm00001d037036"	269.00	371.00	206.00	808.00	710.00	566.00
"Zm00001d037038"	0.00	3.00	0.00	1.00	1.93	1.00
"Zm00001d037041"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d037043"	8.00	12.00	2.00	2.00	13.00	7.00
"Zm00001d037045"	426.13	529.00	410.00	516.10	482.00	359.00
"Zm00001d037050"	43.00	70.00	48.00	68.00	68.00	89.00
"Zm00001d037051"	152.00	243.00	203.00	224.00	235.00	191.00
"Zm00001d037052"	1289.50	1240.78	2119.02	427.00	589.00	694.27
"Zm00001d037054"	0.00	1.00	1.00	0.00	1.00	2.00
"Zm00001d037055"	55.00	89.00	59.00	208.00	240.00	183.00
"Zm00001d037056"	395.00	522.00	512.00	845.00	882.00	637.00
"Zm00001d037057"	45.86	65.40	53.00	10.00	11.00	7.00
"Zm00001d037058"	146.00	161.00	146.00	316.00	335.00	274.00
"Zm00001d037059"	1461.00	1798.00	1820.00	3109.00	2648.00	2343.00
"Zm00001d037060"	117.00	150.00	177.00	3456.00	4156.00	3283.00
"Zm00001d037061"	0.00	3.00	15.00	0.00	1.00	0.00
"Zm00001d037066"	13.00	20.21	27.27	15.00	26.00	22.00
"Zm00001d037067"	100.00	96.79	141.73	85.00	123.00	101.00
"Zm00001d037068"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d037069"	1.00	0.00	2.00	46.00	38.00	39.00
"Zm00001d037070"	3.84	3.57	0.30	24.10	13.37	9.25
"Zm00001d037072"	5.00	2.00	1.00	29.00	18.00	32.00
"Zm00001d037073"	8.99	9.00	0.00	169.95	140.97	126.84
"Zm00001d037079"	2496.00	2443.00	2862.00	1067.00	1237.00	1153.00
"Zm00001d037080"	139.00	240.00	215.00	4.00	5.00	2.00
"Zm00001d037084"	13.00	19.00	2.00	112.00	89.00	56.00
"Zm00001d037085"	198.00	237.00	173.00	320.00	347.00	241.00
"Zm00001d037086"	47.00	50.00	50.00	125.00	130.00	125.00
"Zm00001d037087"	0.00	1.00	0.00	4.00	0.00	4.00
"Zm00001d037095"	242.00	392.00	190.00	760.00	1324.00	715.00
"Zm00001d037096"	206.97	240.48	251.81	376.71	385.24	302.10
"Zm00001d037097"	0.00	0.00	3.00	3.00	0.00	1.00
"Zm00001d037098"	86.00	92.00	118.00	120.00	147.00	139.00
"Zm00001d037099"	220.00	240.00	276.00	228.00	193.00	194.00
"Zm00001d037100"	307.00	386.00	391.00	576.00	481.00	504.00
"Zm00001d037103"	8319.00	7824.00	6811.00	2684.00	3373.00	2572.00
"Zm00001d037104"	82.00	116.00	97.00	105.00	82.00	81.00
"Zm00001d037105"	245.00	274.00	128.00	418.00	299.00	269.00
"Zm00001d037107"	2.00	1.00	0.00	4.00	5.00	1.00
"Zm00001d037108"	156.00	152.45	85.00	523.00	384.00	272.00
"Zm00001d037109"	743.00	903.00	1018.00	745.00	672.00	595.00
"Zm00001d037110"	54.00	56.00	81.00	101.00	94.00	78.00
"Zm00001d037111"	445.00	371.00	278.00	627.00	730.00	481.00
"Zm00001d037112"	879.00	779.00	910.00	184.00	288.00	271.00
"Zm00001d037113"	0.00	5.00	4.00	2.00	1.00	2.00
"Zm00001d037114"	44.00	50.00	16.00	7.00	10.00	3.00
"Zm00001d037115"	39.00	51.00	30.00	191.00	148.00	118.00
"Zm00001d037118"	56.00	60.00	56.00	16.00	37.00	12.00
"Zm00001d037119"	3.00	12.00	1.00	26.00	5.00	9.00
"Zm00001d037120"	60.00	88.00	62.00	0.00	1.00	2.00
"Zm00001d037122"	162.00	180.00	124.00	289.00	236.00	234.00
"Zm00001d037124"	102.00	152.00	88.00	217.00	266.00	155.00
"Zm00001d037125"	105.00	127.00	45.00	183.00	139.00	129.00
"Zm00001d037139"	0.26	0.16	0.00	1.10	2.36	1.06
"Zm00001d037141"	0.00	1.00	2.00	0.00	0.00	0.00
"Zm00001d037142"	509.00	518.00	477.00	662.00	544.80	491.00
"Zm00001d037146"	0.00	0.00	5.00	0.00	0.00	0.00
"Zm00001d037150"	1277.00	1434.00	967.00	304.00	249.00	258.00
"Zm00001d037151"	30.00	45.00	15.00	18.00	21.00	23.00
"Zm00001d037152"	0.00	3.66	0.00	0.00	0.00	0.00
"Zm00001d037153"	1.00	0.00	0.00	4.00	5.00	0.00
"Zm00001d037155"	67.00	36.00	183.00	77.00	91.00	85.00
"Zm00001d037156"	244.00	338.00	366.00	737.00	664.00	609.00
"Zm00001d037158"	19.00	8.00	5.00	11.00	17.00	12.00
"Zm00001d037159"	210.00	225.00	153.00	528.00	475.00	380.00
"Zm00001d037160"	2.00	3.20	5.00	2.00	0.00	0.00
"Zm00001d037163"	512.00	570.00	509.00	774.00	1000.00	692.00
"Zm00001d037164"	321.00	415.00	419.00	1167.00	1401.00	975.00
"Zm00001d037165"	0.00	0.00	0.00	2.00	0.00	0.00
"Zm00001d037167"	1.00	1.00	0.00	2.00	1.00	0.00
"Zm00001d037168"	0.00	0.00	0.19	0.00	0.00	0.00
"Zm00001d037170"	12.00	19.00	6.00	28.00	23.00	27.00
"Zm00001d037172"	0.00	1.00	0.00	2.00	1.00	2.00
"Zm00001d037173"	0.00	0.00	30.00	5.00	7.00	2.00
"Zm00001d037174"	461.00	526.00	397.00	367.00	348.00	290.00
"Zm00001d037175"	0.00	0.00	0.00	0.45	0.00	0.00
"Zm00001d037180"	82.00	88.00	178.00	83.00	94.00	107.00
"Zm00001d037181"	257.63	223.98	349.07	300.15	416.97	327.77
"Zm00001d037182"	26.00	34.00	69.00	91.00	123.00	77.00
"Zm00001d037188"	153.00	136.00	129.00	34.00	33.00	44.00
"Zm00001d037189"	105.00	76.00	58.00	259.00	269.00	194.00
"Zm00001d037190"	8.00	7.00	1.00	37.00	38.00	26.00
"Zm00001d037191"	0.00	1.00	1.00	6.00	9.00	4.00
"Zm00001d037192"	8.00	17.00	2.00	9.00	6.00	14.00
"Zm00001d037194"	0.00	0.00	0.00	5.00	3.00	0.00
"Zm00001d037195"	0.00	0.00	1.00	1.23	5.55	0.00
"Zm00001d037196"	2.00	9.00	0.00	7.77	11.45	5.00
"Zm00001d037197"	1.00	1.00	0.00	1.00	5.00	3.00
"Zm00001d037198"	0.00	0.00	0.00	0.00	1.00	1.00
"Zm00001d037199"	51.00	46.00	26.00	77.00	67.00	66.00
"Zm00001d037200"	483.00	519.00	559.00	567.00	597.00	511.00
"Zm00001d037203"	1.00	2.00	0.00	107.00	89.00	70.00
"Zm00001d037205"	212.00	165.00	120.00	203.00	89.00	123.00
"Zm00001d037207"	0.00	1.00	0.00	0.00	0.00	2.00
"Zm00001d037208"	0.00	1.00	0.00	2.03	4.01	0.00
"Zm00001d037210"	9.00	5.00	11.00	0.00	0.00	0.00
"Zm00001d037211"	205.00	259.00	190.00	250.00	319.00	253.00
"Zm00001d037213"	8.00	4.00	25.00	8.00	10.00	10.00
"Zm00001d037214"	14.00	43.00	12.00	125.00	74.00	101.00
"Zm00001d037215"	114.00	160.00	112.00	174.00	166.00	131.00
"Zm00001d037216"	0.00	0.00	3.00	2.00	0.00	3.00
"Zm00001d037220"	166.00	246.00	295.00	139.00	182.00	123.00
"Zm00001d037221"	147.00	137.00	68.00	51.00	48.00	31.00
"Zm00001d037223"	6.34	1.87	0.00	9.02	19.24	7.44
"Zm00001d037225"	0.00	1.00	2.00	0.00	0.00	0.00
"Zm00001d037227"	555.00	682.00	520.00	1048.00	879.00	805.00
"Zm00001d037228"	28191.00	30935.00	31408.00	391.00	273.00	177.00
"Zm00001d037229"	3.00	6.00	4.00	6.00	13.00	9.00
"Zm00001d037232"	335.00	467.00	201.00	178.00	98.00	79.00
"Zm00001d037233"	29.00	44.00	37.00	32.00	44.00	23.00
"Zm00001d037234"	81.00	86.00	73.00	38.00	39.00	37.00
"Zm00001d037235"	7.00	11.00	2.00	1.00	2.00	0.00
"Zm00001d037236"	104.00	128.00	82.00	304.00	220.00	190.00
"Zm00001d037237"	61.00	46.00	60.00	86.00	104.00	97.00
"Zm00001d037239"	1464.00	1731.00	2281.00	1643.00	1974.00	1683.00
"Zm00001d037240"	815.00	747.00	765.00	859.00	858.00	866.00
"Zm00001d037242"	36.00	32.00	26.00	256.00	227.00	196.00
"Zm00001d037243"	26.00	20.00	19.00	69.00	43.00	44.00
"Zm00001d037245"	19.00	21.00	11.00	52.00	60.00	44.00
"Zm00001d037246"	400.00	485.00	617.00	726.00	766.00	647.00
"Zm00001d037247"	131.00	140.00	126.00	235.00	173.00	140.00
"Zm00001d037248"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d037252"	293.00	268.00	216.00	316.00	243.00	225.00
"Zm00001d037254"	0.00	4.00	0.00	75.00	38.00	26.00
"Zm00001d037255"	3.00	0.00	0.00	2.00	0.00	2.00
"Zm00001d037257"	354.00	420.00	223.00	352.00	284.00	261.00
"Zm00001d037258"	14.00	13.00	11.00	73.00	93.00	83.00
"Zm00001d037260"	0.00	0.00	0.00	1.01	1.01	0.00
"Zm00001d037261"	16.00	3.00	13.00	6.00	14.00	13.00
"Zm00001d037263"	41.00	60.00	22.00	94.00	101.00	74.00
"Zm00001d037264"	120.00	117.00	90.00	189.00	191.00	158.00
"Zm00001d037265"	11.37	11.00	19.00	32.19	45.07	39.10
"Zm00001d037266"	37.63	51.00	44.00	71.81	83.93	60.90
"Zm00001d037267"	237.00	240.00	241.00	276.00	270.00	187.00
"Zm00001d037268"	87.00	123.00	87.00	133.00	102.00	98.00
"Zm00001d037271"	100.00	116.00	107.00	14.00	15.00	12.00
"Zm00001d037272"	119.00	139.00	148.00	203.00	210.00	200.00
"Zm00001d037273"	5985.00	6358.00	5118.00	2640.00	2926.00	2059.00
"Zm00001d037274"	5.18	7.21	4.20	16.28	12.00	10.20
"Zm00001d037275"	469.82	562.79	654.80	865.72	971.00	745.80
"Zm00001d037277"	170.00	133.00	110.00	209.00	247.00	176.00
"Zm00001d037278"	87.00	102.00	69.00	179.00	161.00	110.00
"Zm00001d037279"	447.00	435.00	502.00	1026.14	1116.00	903.00
"Zm00001d037281"	1.00	0.00	0.00	3.00	5.00	4.00
"Zm00001d037282"	2.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d037284"	6.00	12.00	9.00	23.00	15.00	13.00
"Zm00001d037285"	3.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d037287"	1.00	1.00	0.00	8.32	1.54	5.26
"Zm00001d037288"	21.00	45.00	31.00	31.00	24.00	11.00
"Zm00001d037289"	667.00	784.00	758.00	143.00	125.00	149.00
"Zm00001d037290"	16.00	16.00	14.00	106.00	85.00	55.00
"Zm00001d037291"	132.00	128.00	117.00	106.00	92.00	85.00
"Zm00001d037296"	0.00	2.00	0.00	8.00	9.00	9.00
"Zm00001d037297"	114.00	123.00	159.00	91.00	104.00	79.00
"Zm00001d037298"	0.00	0.00	0.00	1.00	3.00	0.00
"Zm00001d037300"	0.00	0.00	2.00	0.00	0.00	0.00
"Zm00001d037305"	37.00	45.00	40.00	118.00	136.00	106.00
"Zm00001d037307"	2.00	8.00	4.00	17.00	19.00	9.00
"Zm00001d037308"	8.00	17.00	21.00	73.00	56.00	49.00
"Zm00001d037310"	18.64	32.43	31.00	6.56	8.85	7.97
"Zm00001d037313"	182.00	246.00	186.00	240.00	207.00	179.00
"Zm00001d037315"	34.00	73.00	60.00	102.00	132.00	105.00
"Zm00001d037317"	1.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d037318"	102.00	123.00	37.00	1029.00	869.00	788.00
"Zm00001d037321"	112.00	107.00	111.00	270.00	190.00	190.00
"Zm00001d037322"	0.00	0.00	0.00	2.00	5.00	1.00
"Zm00001d037323"	4585.00	4440.00	4099.00	2148.00	2165.00	1895.00
"Zm00001d037326"	542.00	604.00	514.00	824.00	872.00	660.00
"Zm00001d037327"	4.00	13.00	4.00	295.00	263.00	316.00
"Zm00001d037328"	9.00	6.00	27.00	3.00	7.00	7.00
"Zm00001d037329"	235.00	329.00	128.00	201.00	252.00	187.00
"Zm00001d037332"	257.00	308.00	348.00	511.00	365.00	355.00
"Zm00001d037333"	172.00	226.00	231.00	1119.00	1139.00	939.00
"Zm00001d037334"	259.00	237.00	815.00	19.00	30.00	35.00
"Zm00001d037337"	379.00	424.00	264.00	239.00	258.00	181.00
"Zm00001d037338"	3.00	0.00	17.00	0.00	1.00	1.00
"Zm00001d037340"	6.00	5.00	9.00	8.00	14.00	6.00
"Zm00001d037343"	11.00	9.00	26.00	11.00	10.00	6.00
"Zm00001d037346"	1104.00	1273.00	1416.00	1998.00	1717.00	1644.00
"Zm00001d037352"	100.00	133.00	171.00	262.00	228.00	213.00
"Zm00001d037354"	49.00	35.00	793.00	712.00	677.00	703.00
"Zm00001d037355"	0.00	1.00	7.00	1.00	3.00	3.00
"Zm00001d037356"	71.00	95.00	53.00	76.00	62.00	78.00
"Zm00001d037358"	0.00	0.00	3.00	0.00	2.00	0.00
"Zm00001d037359"	0.00	1.00	1.00	0.00	0.00	0.00
"Zm00001d037361"	746.00	703.00	811.00	263.00	301.00	242.00
"Zm00001d037362"	28.00	38.00	22.00	91.00	97.00	94.00
"Zm00001d037367"	8.00	15.00	13.00	32.00	41.00	28.00
"Zm00001d037369"	24.00	23.00	8.00	20.00	23.00	13.00
"Zm00001d037370"	2.00	9.00	10.00	0.00	0.00	1.00
"Zm00001d037371"	0.00	8.00	0.00	4.00	5.00	10.00
"Zm00001d037377"	245.00	274.00	364.00	243.00	219.00	161.00
"Zm00001d037381"	393.00	443.00	439.00	464.00	608.00	482.00
"Zm00001d037382"	165.00	181.00	109.00	49.00	80.00	37.00
"Zm00001d037383"	403.00	596.00	261.00	124.00	147.00	97.00
"Zm00001d037384"	7.00	8.00	0.00	5.00	8.00	2.00
"Zm00001d037385"	199.00	277.00	186.00	144.00	206.00	128.00
"Zm00001d037386"	25.00	18.00	19.00	60.00	54.00	33.00
"Zm00001d037387"	0.00	0.00	3.00	5.00	5.00	4.00
"Zm00001d037388"	27.00	54.00	37.00	75.92	80.00	61.00
"Zm00001d037389"	0.00	0.00	0.00	1.08	0.00	0.00
"Zm00001d037393"	185.00	279.00	246.00	238.00	252.00	238.00
"Zm00001d037395"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d037396"	40.00	54.00	44.00	203.00	99.00	98.00
"Zm00001d037397"	431.00	633.00	268.00	97.00	187.00	135.00
"Zm00001d037398"	206.00	342.00	86.00	1.00	3.00	7.00
"Zm00001d037400"	2.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d037401"	239.00	319.00	302.00	727.00	648.00	542.00
"Zm00001d037404"	0.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d037406"	26.72	25.02	38.72	46.69	21.30	34.90
"Zm00001d037408"	103.00	165.00	146.00	210.00	185.00	151.00
"Zm00001d037411"	22.00	27.00	18.00	2.00	3.00	5.00
"Zm00001d037412"	68.00	102.00	63.00	211.00	190.00	161.00
"Zm00001d037413"	38.49	41.00	26.00	47.21	64.00	56.00
"Zm00001d037417"	184.00	234.00	226.00	331.00	335.00	304.00
"Zm00001d037420"	48.00	69.00	27.00	438.00	379.00	349.00
"Zm00001d037422"	103.00	93.00	78.00	136.00	200.00	138.00
"Zm00001d037425"	214.00	336.00	263.00	903.00	1098.00	820.00
"Zm00001d037426"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d037427"	45.07	62.02	54.27	82.46	88.78	83.74
"Zm00001d037428"	0.00	0.00	0.00	0.90	0.00	0.00
"Zm00001d037429"	594.00	643.00	505.00	475.00	572.00	345.00
"Zm00001d037434"	5.00	4.00	5.00	1.00	2.00	0.00
"Zm00001d037435"	2.00	1.00	10.00	16.00	14.00	46.00
"Zm00001d037438"	177.00	149.00	141.00	194.00	196.00	96.00
"Zm00001d037439"	4.00	3.00	0.00	1.00	1.00	3.00
"Zm00001d037442"	0.00	0.00	1.00	1.00	0.00	0.00
"Zm00001d037446"	149.00	139.00	164.00	737.00	807.00	596.00
"Zm00001d037448"	113.96	222.29	155.90	131.80	128.51	99.42
"Zm00001d037449"	182.00	223.00	184.00	121.00	165.00	118.00
"Zm00001d037452"	114.00	133.00	211.00	333.00	407.00	362.00
"Zm00001d037453"	251.00	312.00	181.00	401.00	457.00	424.00
"Zm00001d037454"	0.00	0.00	10.29	0.39	5.73	3.60
"Zm00001d037455"	15.00	13.00	14.00	69.00	85.00	43.00
"Zm00001d037461"	38.00	42.00	52.00	29.00	44.00	25.00
"Zm00001d037463"	16.00	29.00	19.00	32.00	45.00	42.00
"Zm00001d037464"	0.00	1.00	0.00	41.00	77.00	37.00
"Zm00001d037465"	164.00	222.00	188.00	440.00	448.00	401.00
"Zm00001d037468"	228.00	271.00	202.00	295.00	179.00	127.00
"Zm00001d037471"	0.00	1.00	0.00	43.00	30.00	27.00
"Zm00001d037473"	498.00	695.00	548.00	784.00	1020.00	710.47
"Zm00001d037476"	40.00	26.00	17.00	391.00	301.00	202.00
"Zm00001d037477"	296.00	314.00	302.00	143.00	187.00	144.00
"Zm00001d037479"	976.00	1038.00	1036.00	1037.00	1269.00	1015.00
"Zm00001d037480"	195.00	252.00	284.00	840.00	887.00	694.00
"Zm00001d037481"	532.00	651.00	442.00	927.00	1095.00	715.00
"Zm00001d037482"	0.00	1.00	3.00	0.00	0.00	0.00
"Zm00001d037483"	254.00	312.00	294.00	419.00	394.00	318.00
"Zm00001d037484"	243.00	259.00	277.00	372.00	401.00	318.00
"Zm00001d037485"	226.00	185.00	171.00	267.00	293.00	233.00
"Zm00001d037487"	299.00	399.00	168.00	5554.00	5083.00	3532.00
"Zm00001d037489"	224.00	201.00	137.00	376.00	394.00	291.00
"Zm00001d037490"	0.00	0.00	0.00	0.00	4.00	0.00
"Zm00001d037492"	24.00	27.00	34.00	76.00	79.00	57.00
"Zm00001d037495"	48.00	53.00	24.00	238.00	163.58	148.00
"Zm00001d037496"	0.00	0.00	0.00	0.00	1.42	0.00
"Zm00001d037497"	25.00	21.00	24.00	24.00	29.00	19.00
"Zm00001d037499"	947.00	897.00	1395.00	555.00	718.00	500.00
"Zm00001d037503"	7.00	8.00	7.00	41.00	59.00	53.00
"Zm00001d037505"	118.00	127.00	116.00	257.00	323.00	232.00
"Zm00001d037507"	48.45	40.03	59.58	61.47	66.42	57.81
"Zm00001d037509"	149.00	157.00	133.00	241.00	288.00	235.00
"Zm00001d037512"	2369.00	2546.00	1804.00	1127.00	1037.00	975.00
"Zm00001d037513"	74.00	87.00	26.00	122.00	176.00	202.00
"Zm00001d037515"	3.00	13.00	4.00	42.00	29.00	22.00
"Zm00001d037517"	0.00	3.45	0.00	4.00	2.00	1.00
"Zm00001d037518"	6.00	15.00	22.00	34.00	55.00	28.00
"Zm00001d037519"	27.00	43.00	47.00	401.00	486.00	469.00
"Zm00001d037521"	269.00	335.00	293.00	877.00	991.00	673.00
"Zm00001d037522"	8.00	12.00	7.00	59.00	100.00	57.00
"Zm00001d037526"	6.00	8.22	4.07	22.90	12.20	6.32
"Zm00001d037528"	1.00	1.00	0.00	7.00	8.00	1.00
"Zm00001d037529"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d037530"	220.00	269.00	203.00	186.00	267.00	198.00
"Zm00001d037531"	0.00	2.00	3.00	0.00	0.00	0.00
"Zm00001d037532"	2892.00	3399.00	2562.00	1439.00	1062.00	1033.00
"Zm00001d037533"	8.00	14.00	26.00	0.00	10.00	2.00
"Zm00001d037536"	692.00	966.00	828.00	606.00	572.00	439.00
"Zm00001d037537"	241.00	244.00	246.00	346.00	340.00	249.00
"Zm00001d037538"	901.00	957.00	928.00	1481.00	1357.00	1187.00
"Zm00001d037539"	12.92	2.65	1.36	0.00	2.84	0.00
"Zm00001d037540"	198.00	172.00	188.00	50.00	29.00	50.00
"Zm00001d037542"	1.00	0.00	0.00	0.00	3.00	2.00
"Zm00001d037544"	33.00	38.00	147.00	134.00	172.00	157.00
"Zm00001d037546"	166.00	282.00	193.00	526.00	529.00	488.00
"Zm00001d037547"	0.00	5.00	1.00	41.00	27.00	46.00
"Zm00001d037550"	665.00	858.00	582.00	2465.00	2741.00	3093.00
"Zm00001d037551"	1758.00	1882.00	1690.00	440.00	461.00	357.00
"Zm00001d037552"	0.00	4.31	0.00	7.99	5.43	1.08
"Zm00001d037553"	234.00	170.00	162.00	436.00	463.00	345.00
"Zm00001d037556"	188.00	205.00	691.00	80.00	70.00	76.00
"Zm00001d037557"	332.00	389.00	487.00	598.00	693.00	497.00
"Zm00001d037559"	0.00	0.00	0.00	1.00	0.00	1.00
"Zm00001d037570"	0.00	0.00	1.00	0.00	2.00	2.00
"Zm00001d037573"	2142.00	2296.00	2161.00	3496.00	4061.00	2941.00
"Zm00001d037574"	28.00	30.00	45.00	58.00	56.00	50.00
"Zm00001d037577"	11.00	14.00	13.00	5.00	12.00	11.00
"Zm00001d037579"	5.00	1.00	0.00	7.00	2.00	3.00
"Zm00001d037582"	13.00	20.00	6.00	76.00	41.00	32.00
"Zm00001d037586"	272.00	365.00	296.00	542.00	494.00	460.00
"Zm00001d037590"	164.00	188.00	212.00	362.00	439.00	346.00
"Zm00001d037593"	35.00	33.00	48.00	67.00	80.00	75.00
"Zm00001d037594"	0.01	0.22	0.00	0.11	0.00	0.00
"Zm00001d037596"	586.00	699.00	796.00	547.00	558.00	474.00
"Zm00001d037599"	148.00	182.00	171.00	321.00	268.00	232.00
"Zm00001d037601"	76.00	99.00	116.00	192.00	204.00	138.00
"Zm00001d037602"	126.00	166.00	148.00	302.00	264.00	226.00
"Zm00001d037603"	818.00	919.00	871.00	1740.00	2183.00	1714.00
"Zm00001d037604"	67.00	85.00	25.00	141.00	106.00	79.00
"Zm00001d037605"	427.00	463.00	338.00	150.00	183.00	176.00
"Zm00001d037606"	653.00	843.00	643.00	1153.00	1104.00	929.00
"Zm00001d037607"	601.00	560.00	749.00	1984.00	2109.00	1991.00
"Zm00001d037608"	55.00	50.00	16.00	6.00	11.00	9.00
"Zm00001d037609"	6.43	2.16	2.08	1.09	5.30	2.12
"Zm00001d037610"	7.00	5.00	10.00	20.00	34.00	20.00
"Zm00001d037611"	1.00	7.00	0.00	79.00	137.00	89.00
"Zm00001d037612"	26.00	31.00	14.00	30.00	45.00	29.00
"Zm00001d037613"	1025.00	1080.00	775.00	936.00	894.00	707.00
"Zm00001d037615"	49.00	53.00	39.00	35.00	33.00	42.00
"Zm00001d037616"	165.00	205.00	244.00	210.00	245.00	179.00
"Zm00001d037617"	128.00	147.00	242.00	177.00	209.00	170.00
"Zm00001d037619"	100.00	123.00	79.00	590.00	662.00	327.00
"Zm00001d037620"	394.00	464.00	431.00	492.00	618.00	481.00
"Zm00001d037624"	66.00	74.00	65.00	71.00	121.00	91.00
"Zm00001d037625"	557.00	609.00	718.00	348.00	478.00	372.00
"Zm00001d037626"	36.00	41.00	37.00	119.00	118.00	89.00
"Zm00001d037630"	3.00	1.00	0.00	18.00	29.00	16.00
"Zm00001d037631"	61.00	35.00	68.00	96.00	74.00	119.00
"Zm00001d037632"	197.00	136.00	312.00	48.00	64.00	53.00
"Zm00001d037633"	12.00	17.00	34.00	38.00	32.00	28.00
"Zm00001d037635"	0.00	1.00	4.00	0.00	0.00	0.00
"Zm00001d037636"	31.00	22.00	48.00	69.00	66.00	59.00
"Zm00001d037637"	1.00	3.00	1.00	2.00	4.00	3.00
"Zm00001d037640"	231.00	282.00	294.00	151.00	149.00	113.00
"Zm00001d037643"	0.00	0.00	1.00	0.00	0.00	0.00
"Zm00001d037644"	2.00	7.00	1.00	2.00	1.00	5.00
"Zm00001d037648"	167.00	200.00	142.00	295.00	223.00	208.00
"Zm00001d037650"	90.00	96.00	22.00	479.00	403.00	395.00
"Zm00001d037651"	682.00	773.00	735.00	106.00	133.00	107.00
"Zm00001d037652"	102.48	116.34	124.01	68.00	131.92	114.92
"Zm00001d037653"	77.00	108.00	97.00	6.00	10.00	6.00
"Zm00001d037655"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d037656"	5.00	2.00	0.00	44.00	56.00	168.00
"Zm00001d037658"	6.00	3.00	10.00	14.00	8.00	9.00
"Zm00001d037659"	5.00	4.00	2.00	196.00	126.95	80.00
"Zm00001d037663"	533.00	520.00	830.00	671.00	868.00	668.00
"Zm00001d037665"	28.72	34.21	54.67	20.47	25.33	26.60
"Zm00001d037668"	0.00	2.00	3.00	24.00	17.00	11.00
"Zm00001d037674"	0.00	1.00	1.00	1.00	1.00	0.00
"Zm00001d037675"	37.00	68.00	21.00	107.00	113.00	68.00
"Zm00001d037680"	148.00	225.00	205.00	122.00	124.00	112.00
"Zm00001d037681"	1.00	5.00	2.00	0.00	1.00	1.00
"Zm00001d037684"	1.00	2.00	0.00	1.00	4.00	2.00
"Zm00001d037687"	176.00	200.00	210.00	207.00	298.00	216.00
"Zm00001d037688"	5.00	16.00	16.00	6.00	1.00	6.00
"Zm00001d037689"	654.00	877.00	2052.00	859.00	973.00	1097.00
"Zm00001d037691"	293.00	353.00	310.00	1.00	5.00	1.00
"Zm00001d037693"	1938.00	2672.00	1801.00	1058.00	1213.00	929.00
"Zm00001d037694"	9.00	3.00	3.00	8.00	3.00	1.00
"Zm00001d037695"	1454.00	1842.00	1893.00	182.00	207.00	158.00
"Zm00001d037696"	58.00	125.00	81.00	252.00	247.00	215.00
"Zm00001d037700"	584.00	647.00	570.00	1251.00	828.00	797.00
"Zm00001d037701"	1.00	0.00	0.00	0.00	0.00	0.00
"Zm00001d037705"	0.00	0.00	0.00	2.00	1.00	0.00
"Zm00001d037708"	151.00	124.00	54.00	461.00	282.00	312.00
"Zm00001d037711"	24.00	13.00	89.00	35.00	39.00	26.00
"Zm00001d037712"	45.00	51.00	35.00	154.00	124.00	110.00
"Zm00001d037713"	3.00	4.00	8.00	34.00	18.00	20.00
"Zm00001d037714"	70.00	76.00	104.00	24.00	33.00	16.00
"Zm00001d037717"	174.00	228.00	236.00	128.00	108.00	144.00
"Zm00001d037719"	341.00	361.00	362.00	569.00	492.00	430.00
"Zm00001d037720"	0.00	0.00	0.00	4.00	1.00	0.00
"Zm00001d037721"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d037724"	0.00	3.00	33.00	0.00	1.00	3.00
"Zm00001d037725"	572.28	601.42	727.50	278.33	286.35	187.10
"Zm00001d037727"	1137.72	1253.58	1218.50	597.67	606.65	418.90
"Zm00001d037728"	1.00	1.00	2.00	34.00	37.00	14.00
"Zm00001d037729"	7.00	9.00	1.00	4.00	9.00	8.00
"Zm00001d037731"	9.00	14.54	0.00	52.92	36.70	25.68
"Zm00001d037732"	526.00	461.00	437.00	429.00	481.00	341.00
"Zm00001d037733"	215.00	365.00	119.00	1119.00	1549.00	1264.00
"Zm00001d037734"	292.00	357.00	313.00	589.00	500.00	430.00
"Zm00001d037735"	288.00	328.00	346.00	32.00	52.00	24.00
"Zm00001d037736"	224.00	261.00	191.00	389.00	482.00	331.00
"Zm00001d037737"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d037738"	33.00	18.00	70.00	2.00	8.00	4.00
"Zm00001d037741"	0.00	2.00	0.00	0.00	0.00	1.00
"Zm00001d037743"	8.00	13.00	5.00	13.00	4.00	4.00
"Zm00001d037744"	202.00	245.00	221.00	138.00	121.00	102.00
"Zm00001d037745"	509.00	678.00	771.00	863.00	922.00	749.00
"Zm00001d037747"	6.00	11.00	6.00	35.00	36.00	31.00
"Zm00001d037748"	568.00	717.00	798.00	392.00	425.00	331.00
